Area,BHK,Bathroom,IsFurnished,Parking,Price,isApartment
405,1,1,1,1,1500000,1
405,1,1,1,1,1200000,0
450,1,1,1,1,1650000,1
173,2,2,1,1,3500000,0
1100,3,2,1,1,8500000,0
600,2,2,1,1,3200000,0
800,3,2,0,1,4400000,0
990,4,3,1,1,7200000,0
1100,3,2,0,1,7500000,0
1100,3,2,1,1,6500000,1
527,2,2,0,1,3500000,0
1000,2,2,0,1,6500000,0
1000,3,2,0,1,6200000,0
450,1,1,0,1,2500000,0
600,2,2,0,1,3000000,1
950,3,2,1,1,6000000,0
855,3,2,1,1,4800000,1
770,2,2,0,1,3790000,0
810,3,2,0,1,4200000,1
710,2,2,1,1,2900000,1
950,3,2,1,1,5000000,0
450,1,1,0,1,2100000,0
500,2,2,0,1,3200000,1
600,2,1,0,1,3000000,1
420,1,1,1,1,2300000,0
900,3,2,0,1,5900000,0
945,3,2,0,1,5500000,1
565,2,2,1,1,3500000,0
450,2,1,0,1,1700000,1
430,1,1,1,1,1850000,0
550,2,2,1,1,2300000,0
810,3,2,1,1,3800000,0
720,3,2,0,1,4500000,0
360,2,1,0,1,2200000,1
820,3,2,0,1,5200000,0
459,2,2,0,1,2200000,0
378,1,2,1,2,1500000,1
450,1,1,1,2,2200000,1
900,2,2,0,2,3800000,1
360,1,1,1,1,1800000,1
559.7228,2,2,1,3,2850000,1
350,1,1,1,3,2500000,1
365,1,1,1,39,3500000,1
390,1,1,1,39,2000000,1
350,1,1,1,39,3000000,1
210,1,1,0,39,2000000,1
50,1,1,1,39,3500000,1
500,1,1,1,39,1800000,1
350,1,1,1,39,1600000,1
379,1,1,1,1,1600000,0
236.8058,1,1,1,1,2000000,1
445,1,1,1,1,1500000,1
452.0838,2,1,1,1,3000000,1
350,1,1,1,1,1490000,1
437,1,1,1,1,3500000,1
61,3,3,1,1,4000000,1
495,2,2,1,1,1750000,0
900,2,2,1,1,4600000,1
350,1,1,0,1,1800000,0
585,2,2,1,1,1900000,0
198,1,1,1,1,1000000,1
4900,1,1,1,1,1000000,1
2077.4327,1,1,1,1,1000000,0
50,1,1,0,1,3500000,1
990,3,2,1,1,5000000,0
425,1,1,1,1,2200000,1
750,2,2,1,,13000000,0
1400,3,3,0,2,34000000,0
3600,4,4,0,3,60000000,0
3000,4,5,0,4,74500000,0
2750,4,5,1,2,75000000,0
2050,4,4,0,2,62500000,0
3000,4,4,1,2,67000000,0
850,2,2,1,2,8500000,0
750,2,2,1,2,11500000,0
2600,4,5,0,3,52500000,0
800,2,2,0,1,12000000,0
550,2,2,0,2,10700000,0
700,2,2,0,1,9000000,1
2316,3,4,1,1,100000000,0
900,3,2,0,1,6200000,1
100,3,2,0,1,17000000,0
900,2,3,0,2,12500000,0
1500,2,2,0,3,13000000,0
650,3,2,1,3,4200000,0
2000,4,4,0,2,36000000,0
500,1,1,1,2,2300000,1
1125,2,2,1,2,8100000,0
1300,3,3,0,1,10000000,0
2500,4,5,1,1,62500000,0
2200,4,5,0,2,65000000,0
1290,3,2,0,2,20000000,0
2250,4,4,0,2,57500000,0
1350,3,3,0,2,30000000,0
1400,3,3,0,1,30000000,0
1700,3,3,1,2,30000000,0
450,1,1,1,,3300000,1
750,2,1,1,,7350000,1
1500,4,1,1,,12500000,1
400,1,1,0,1,3500000,1
650,2,2,1,1,6500000,0
900,2,2,1,2,6900000,0
400,1,1,1,1,3600000,0
900,3,2,0,2,13500000,1
1000,3,2,1,1,9200000,1
405,1,1,1,1,2500000,1
1700,3,2,1,1,17000000,1
800,3,2,0,1,9030000,1
1076.39,3,2,1,10,9300000,0
750,2,1,0,2,6500000,1
460,2,1,1,2,3300000,0
370,1,1,1,2,2400000,0
1800,3,3,0,1,15000000,0
1080,3,1,1,1,7000000,1
350,1,1,1,1,4200000,1
500,2,1,1,1,5800000,1
900,3,2,0,1,4800000,1
800,2,2,0,1,7500000,1
350,1,1,1,1,3000000,1
430.556,1,1,1,1,4300000,1
500,1,1,0,1,2600000,0
1450,2,2,1,1,7000000,1
800,2,2,1,1,6000000,0
1000,2,2,0,1,6700000,1
1000,3,3,1,1,9500000,1
1600,3,2,0,1,17000000,1
900,2,2,0,,8000000,1
1500,3,3,0,1,12000000,1
1050,2,2,0,1,9000000,1
1300,3,2,0,2,11500000,1
1600,4,3,1,1,20000000,1
900,2,2,0,1,8550000,1
1350,4,4,0,1,10500000,1
1000,3,2,1,2,12000000,1
1400,3,2,1,1,11000000,1
975,3,2,0,1,12000000,1
900,2,2,1,114,9000000,1
1100,2,2,0,114,10000000,1
950,2,2,1,114,8100000,1
1300,3,3,1,1,9200000,1
1459,3,3,0,1,14200000,1
1000,2,2,0,1,7500000,1
1100,2,2,0,1,9500000,1
1450,3,2,1,1,14000000,1
1450,3,3,0,1,11600000,1
1150,3,3,0,1,12000000,1
780,2,2,0,1,7500000,1
1300,3,2,0,2,9800000,1
1350,3,3,0,1,12000000,1
1200,3,2,0,1,12500000,1
1460,3,3,0,1,16500000,1
1460,3,3,1,1,12000000,1
1100,2,2,1,1,7200000,1
1500,3,3,1,2,15000000,1
1050,2,2,0,1,10000000,1
1350,3,3,0,1,11000000,1
1500,2,2,1,2,24700000,1
976,2,2,1,2,24900000,1
540,2,1,0,1,3600000,0
450,1,1,0,1,1700000,0
900,2,2,1,1,11000000,1
2500,4,4,0,2,75000000,0
979.5149,2,2,1,1,24800000,1
945,2,2,0,1,24900000,1
976,2,2,1,2,24900000,1
1531,2,2,1,2,25900000,1
1000,2,2,1,2,11700000,0
750,3,2,1,2,13500000,1
900,3,2,1,1,5500000,0
1512,2,2,1,1,30000000,1
35,3,2,0,2,4950000,1
1500,3,2,0,1,16000000,1
2907,4,4,0,1,30000000,1
2210,4,3,0,1,41000000,0
750,2,2,0,1,3800000,0
2518.7526,4,5,1,2,68900000,1
588,2,2,1,2,1800000,1
540,2,1,1,2,1500000,0
1100,3,3,0,2,12500000,1
550,2,1,0,2,1600000,1
750,3,2,0,1,2400000,0
1260,3,2,0,1,7000000,0
675,2,2,1,1,3100000,0
810,2,2,0,1,14500000,1
3150,4,5,0,3,61500000,0
2000,4,4,0,1,27500000,0
1775,3,3,0,1,25500000,1
1135,3,3,1,2,25000000,1
1252,2,2,0,1,18500000,1
2000,4,4,0,1,39700000,1
530,4,1,0,1,6800000,1
1332,3,2,0,1,6540000,0
1017,3,3,0,1,22000000,1
1775,3,3,0,1,25500000,1
987,2,2,0,1,17000000,1
1912,3,3,0,1,27500000,1
5236,5,7,1,3,73700000,1
2805,4,4,1,2,52300000,1
1500,3,3,1,2,16000000,1
1280,3,3,1,2,15000000,0
1775,3,3,0,1,25500000,1
675,2,2,0,1,10000000,0
576,2,2,1,1,5000000,1
1206,3,3,0,1,20000000,0
1143,2,2,1,1,16000000,1
345,1,1,0,1,5500000,0
720,2,1,0,1,7000000,0
468,2,2,1,1,4100000,0
1600,3,3,0,1,24000000,0
950,2,2,1,1,12500000,1
535,2,1,1,1,3900000,1
1200,3,2,0,1,14500000,0
1501,3,2,0,1,20000000,1
1135,3,3,1,2,24500000,1
1200,3,2,0,1,20900000,1
2200,3,3,0,1,43100000,1
1240,3,3,1,1,18000000,1
3002,4,5,0,2,50000000,1
1350,3,2,1,1,18500000,1
2300,4,5,0,3,46500000,1
1429,3,3,1,2,17500000,1
2430,4,5,0,2,42500000,1
1450,3,3,0,2,15500000,1
1250,2,2,1,2,15000000,1
2800,4,4,1,2,40000000,1
1646,3,3,1,1,20000000,1
900,2,2,0,1,6700000,1
1250,3,2,0,1,16000000,1
900,3,2,1,1,8000000,0
1590,3,2,1,2,25000000,1
990,3,2,1,2,25000000,1
2282,4,5,1,2,37500000,1
1260,3,3,0,1,25000000,1
1457,3,3,1,1,23000000,1
1400,3,2,0,2,17500000,1
2175,4,4,1,1,44000000,1
1450,3,3,0,2,15000000,1
2800,4,5,0,2,42500000,1
861.112,2,2,1,2,5000000,0
2282,4,5,1,2,38000000,1
1753,3,3,1,1,19000000,1
2659,4,5,1,3,43500000,1
1550,3,2,1,3,19500000,1
1470,3,2,0,2,14200000,1
702,3,2,0,2,14200000,1
1138,2,2,0,2,13500000,1
1600,3,3,0,2,21000000,0
1600,3,3,0,1,22500000,0
1250,2,4,0,1,19000000,0
810,3,2,0,1,7500000,0
585,2,2,0,1,4000000,0
1700,3,3,1,2,8000000,0
1800,3,4,0,2,19000000,1
600,1,1,1,2,7000000,1
1250,3,3,1,1,5800000,0
600,3,2,0,1,8000000,0
1600,3,4,1,1,18800000,1
1100,3,2,0,1,6000000,0
450,1,1,1,1,2200000,1
855,3,2,0,1,6500000,0
1291.668,3,2,1,1,23500000,1
1300,2,2,0,2,16000000,1
1350,3,3,1,2,20000000,1
900,2,2,1,2,5500000,0
850,2,2,0,1,13500000,1
1650,3,3,0,1,22500000,0
650,2,2,1,1,3800000,1
630,2,2,0,1,4600000,0
1250,2,1,0,2,17500000,1
1800,4,3,1,2,5500000,0
1500,3,3,0,2,22500000,0
1100,2,2,0,1,12500000,1
1400,3,2,0,2,19000000,1
1300,2,2,0,2,15500000,1
1100,2,2,0,2,13500000,1
1600,3,3,0,2,21000000,1
2250,4,4,0,2,50000000,0
2592,4,3,1,2,42500000,0
1800,4,4,1,2,45500000,0
1700,3,3,0,2,23000000,0
1640,3,3,1,1,12000000,1
2572,3,3,1,4,35000000,1
2100,3,3,0,1,25000000,0
1620,3,3,0,1,29000000,0
2500,4,4,0,2,80000000,0
2250,3,3,0,2,20500000,1
2445,4,4,0,1,52500000,1
2250,4,4,1,2,37500000,0
800,2,2,0,2,7500000,1
1450,3,3,0,2,32500000,0
1440,3,3,1,2,24500000,0
5220,5,5,1,2,65000000,0
1800,3,3,0,2,27500000,0
4455,5,5,0,1,115000000,0
195,3,3,0,1,28000000,0
807.2925,2,1,0,1,8000000,0
3500,4,4,1,3,75100000,0
1000,2,2,0,1,7800000,1
900,2,2,0,1,15000000,0
1800,3,3,1,1,27500000,0
17010,3,3,0,2,25000000,0
2340,4,4,0,1,26000000,0
1350,3,3,1,1,23500000,1
464,3,1,1,1,4200000,0
954,2,2,1,1,10000000,0
1155,2,2,0,1,18500000,0
700,2,2,1,,16500000,1
980,2,2,0,2,13800000,1
1350,3,3,0,2,21000000,1
1800,3,3,0,2,22500000,1
968.751,2,2,0,2,15000000,1
1250,3,3,0,2,20000000,1
1800,3,3,1,2,20000000,1
1400,3,2,0,2,26000000,0
1000,3,3,0,2,19500000,1
1800,4,2,0,1,21500000,1
1500,3,3,1,1,26500000,1
1600,3,3,0,2,20000000,1
1400,3,3,1,1,18000000,1
1400,3,2,1,1,19000000,1
2700,4,4,1,2,36500000,0
1100,2,2,1,2,15000000,1
1200,2,2,0,2,17500000,1
1400,2,2,0,2,14000000,1
1500,3,3,0,2,21000000,1
1320,3,2,1,2,15600000,1
1300,3,3,1,2,19000000,1
1150,2,2,1,1,16500000,1
1440,3,3,1,1,19000000,1
1400,2,2,1,1,16500000,1
450,1,1,0,1,3000000,0
1300,2,2,0,1,15000000,1
1200,2,2,1,1,14300000,1
1300,3,2,1,1,18500000,1
1400,3,3,1,1,19000000,1
1400,3,3,0,1,19000000,1
500,2,2,0,1,3300000,0
700,2,2,0,1,3800000,0
900,3,3,0,1,7000000,0
1260,3,3,0,2,16500000,0
950,3,2,0,1,8000000,1
405,1,1,1,1,5600000,0
1800,2,2,1,1,21000000,0
1300,3,3,0,2,21000000,0
1000,3,3,0,2,8600000,1
900,3,2,0,2,6600000,1
1800,3,3,0,2,14000000,0
720,2,2,1,2,4700000,0
1485,3,3,1,1,30000000,1
1600,3,3,0,2,26000000,0
1200,2,2,1,2,18500000,1
900,2,2,0,2,6500000,1
900,2,2,1,2,15000000,1
800,2,2,0,1,8000000,0
1150,2,3,0,2,16100000,1
900,3,3,0,1,6800000,0
1070,3,2,1,1,6800000,1
1050,2,2,1,1,9000000,1
1000,2,2,0,1,18000000,0
1550,3,3,1,2,27500000,0
1300,3,2,1,1,13500000,1
810,2,2,0,1,14000000,0
900,2,2,1,1,9000000,0
1200,2,2,1,1,16000000,1
1000,2,3,0,1,11000000,1
720,2,2,1,1,5500000,0
2520,3,3,1,,47500000,0
1700,3,4,1,2,45000000,0
1800,3,3,0,2,43500000,0
6000,5,5,0,3,180000000,1
1800,4,4,0,2,80000000,0
2000,3,3,1,2,37500000,1
2066,4,4,1,2,60000000,0
2050,3,3,0,2,71000000,0
1100,3,3,1,2,18500000,1
4500,4,4,0,2,70000000,0
4500,4,5,0,2,85000000,0
6500,4,5,1,3,190000000,0
4350,4,6,0,2,135000000,1
1750,3,3,1,2,35000000,0
3600,4,4,0,2,65000000,0
1200,2,2,1,1,27500000,0
1500,3,4,1,2,45000000,0
2250,4,4,1,3,100000000,0
1800,3,4,0,2,47000000,0
1600,3,4,0,2,27500000,0
2800,4,5,0,3,70000000,0
1700,3,3,0,1,36500000,1
2400,4,5,1,1,65000000,0
1980,3,4,1,1,35000000,1
2100,4,5,0,1,56000000,0
5400,4,4,1,2,110000000,0
1250,3,3,0,1,24000000,0
2300,4,4,0,1,102500000,0
2700,4,4,0,2,100000000,0
1450,3,3,0,1,45000000,0
2097,3,3,1,,29000000,0
1250,3,3,0,1,25500000,0
1600,3,3,0,2,33500000,0
2600,4,5,0,3,62500000,0
1700,3,3,0,2,47500000,0
1116,3,3,0,1,14700000,0
1070,2,3,0,1,18000000,0
1200,3,3,0,1,22500000,0
1200,3,3,1,1,22000000,0
1200,3,3,0,1,22200000,0
1450,3,3,0,1,22500000,0
1000,2,2,0,1,7500000,1
2430,4,4,1,5,30000000,0
945,2,1,1,5,6500000,1
1650,3,3,1,5,35000000,0
1350,3,2,0,1,17500000,0
2625,4,5,0,2,60000000,0
1800,4,4,0,2,40000000,0
125,3,3,0,2,11500000,0
1440,3,3,0,2,22500000,0
1900,3,4,0,2,28500000,0
1800,3,3,0,2,29000000,0
1200,3,2,0,1,15500000,0
1800,3,3,0,1,26000000,0
1200,3,3,0,1,16500000,0
4118,4,5,1,3,55000000,0
1050,3,2,0,3,12500000,0
875,3,3,0,3,17500000,0
990,2,2,1,1,11500000,0
11050,3,3,1,1,18500000,0
